Longitudal Position,Offset,Height,Side
72,6.07,12.57,Inner
72,5.98,12.08,Inner
72,5.89,11.6,Inner
72,5.8,11.12,Inner
72,5.7,10.63,Inner
72,5.57,10.15,Inner
72,5.43,9.67,Inner
72,5.25,9.18,Inner
72,5.04,8.7,Inner
72,4.8,8.22,Inner
72,4.51,7.73,Inner
72,4.16,7.25,Inner
72,3.76,6.77,Inner
72,3.28,6.28,Inner
72,2.73,5.8,Inner
72,2.14,5.32,Inner
72,1.51,4.83,Inner
72,0.83,4.35,Inner
72,0.12,3.87,Inner
72,0,3.79,Inner
72,7.35,17.4,Outer
72,7.28,16.92,Outer
72,7.2,16.43,Outer
72,7.13,15.95,Outer
72,7.06,15.47,Outer
72,6.98,14.98,Outer
72,6.91,14.5,Outer
72,6.83,14.02,Outer
72,6.75,13.53,Outer
72,6.67,13.05,Outer
72,6.59,12.57,Outer
72,6.5,12.08,Outer
72,6.41,11.6,Outer
72,6.32,11.12,Outer
72,6.22,10.63,Outer
72,6.1,10.15,Outer
72,5.96,9.67,Outer
72,5.8,9.18,Outer
72,5.6,8.7,Outer
72,5.37,8.22,Outer
72,5.11,7.73,Outer
72,4.79,7.25,Outer
72,4.43,6.77,Outer
72,4,6.28,Outer
72,3.5,5.8,Outer
72,2.95,5.32,Outer
72,2.34,4.83,Outer
72,1.7,4.35,Outer
72,1.01,3.87,Outer
72,0.29,3.38,Outer
72,0,3.19,Outer
78,5.86,17.4,Inner
78,5.77,16.92,Inner
78,5.69,16.43,Inner
78,5.61,15.95,Inner
78,5.52,15.47,Inner
78,5.43,14.98,Inner
78,5.35,14.5,Inner
78,5.26,14.02,Inner
78,5.16,13.53,Inner
78,5.07,13.05,Inner
78,4.98,12.57,Inner
78,4.88,12.08,Inner
78,4.78,11.6,Inner
78,4.66,11.12,Inner
78,4.53,10.63,Inner
78,4.38,10.15,Inner
78,4.2,9.67,Inner
78,4,9.18,Inner
78,3.76,8.7,Inner
78,3.5,8.22,Inner
78,3.19,7.73,Inner
78,2.83,7.25,Inner
78,2.42,6.77,Inner
78,1.97,6.28,Inner
78,1.49,5.8,Inner
78,0.98,5.32,Inner
78,0.45,4.83,Inner
78,0,4.44,Inner
78,6.37,17.4,Outer
78,6.29,16.92,Outer
78,6.2,16.43,Outer
78,6.12,15.95,Outer
78,6.04,15.47,Outer
78,5.95,14.98,Outer
78,5.86,14.5,Outer
78,5.77,14.02,Outer
78,5.68,13.53,Outer
78,5.59,13.05,Outer
78,5.49,12.57,Outer
78,5.4,12.08,Outer
78,5.3,11.6,Outer
78,5.19,11.12,Outer
78,5.06,10.63,Outer
78,4.92,10.15,Outer
78,4.75,9.67,Outer
78,4.55,9.18,Outer
78,4.33,8.7,Outer
78,4.08,8.22,Outer
78,3.8,7.73,Outer
78,3.46,7.25,Outer
78,3.09,6.77,Outer
78,2.66,6.28,Outer
78,2.21,5.8,Outer
78,1.72,5.32,Outer
78,1.2,4.83,Outer
78,0.66,4.35,Outer
78,0.09,3.87,Outer
78,0,3.79,Outer
84,4.87,17.4,Inner
84,4.77,16.92,Inner
84,4.68,16.43,Inner
84,4.58,15.95,Inner
84,4.47,15.47,Inner
84,4.37,14.98,Inner
84,4.27,14.5,Inner
84,4.17,14.02,Inner
84,4.06,13.53,Inner
84,3.96,13.05,Inner
84,3.85,12.57,Inner
84,3.74,12.08,Inner
84,3.62,11.6,Inner
84,3.49,11.12,Inner
84,3.33,10.63,Inner
84,3.16,10.15,Inner
84,2.98,9.67,Inner
84,2.77,9.18,Inner
84,2.54,8.7,Inner
84,2.27,8.22,Inner
84,1.97,7.73,Inner
84,1.65,7.25,Inner
84,1.3,6.77,Inner
84,0.93,6.28,Inner
84,0.53,5.8,Inner
84,0.13,5.32,Inner
84,0,5.16,Inner
84,5.39,17.4,Outer
84,5.29,16.92,Outer
84,5.19,16.43,Outer
84,5.09,15.95,Outer
84,4.99,15.47,Outer
84,4.89,14.98,Outer
84,4.79,14.5,Outer
84,4.69,14.02,Outer
84,4.58,13.53,Outer
84,4.48,13.05,Outer
84,4.37,12.57,Outer
84,4.27,12.08,Outer
84,4.15,11.6,Outer
84,4.02,11.12,Outer
84,3.87,10.63,Outer
84,3.71,10.15,Outer
84,3.52,9.67,Outer
84,3.32,9.18,Outer
84,3.1,8.7,Outer
84,2.85,8.22,Outer
84,2.57,7.73,Outer
84,2.26,7.25,Outer
84,1.92,6.77,Outer
84,1.56,6.28,Outer
84,1.18,5.8,Outer
84,0.79,5.32,Outer
84,0.37,4.83,Outer
84,0,4.41,Outer
90,0,17.4,Inner
90,3.77,16.92,Inner
90,4.41,17.4,Outer
90,4.29,16.92,Outer
90,4.17,16.43,Outer
90,4.05,15.95,Outer
90,3.93,15.47,Outer
90,3.82,14.98,Outer
90,3.7,14.5,Outer
90,3.59,14.02,Outer
90,3.47,13.53,Outer
90,3.36,13.05,Outer
90,3.25,12.57,Outer
90,3.13,12.08,Outer
90,3,11.6,Outer
90,2.86,11.12,Outer
90,2.71,10.63,Outer
90,2.55,10.15,Outer
90,2.38,9.67,Outer
90,2.2,9.18,Outer
90,2,8.7,Outer
90,1.78,8.22,Outer
90,1.54,7.73,Outer
90,1.28,7.25,Outer
90,1.02,6.77,Outer
90,0.74,6.28,Outer
90,0.46,5.8,Outer
90,0.16,5.32,Outer
90,0,5.06,Outer
96,0,17.4,Inner
96,3.43,17.4,Outer
96,3.29,16.92,Outer
96,3.15,16.43,Outer
96,3.01,15.95,Outer
96,2.88,15.47,Outer
96,2.75,14.98,Outer
96,2.63,14.5,Outer
96,2.51,14.02,Outer
96,2.4,13.53,Outer
96,2.29,13.05,Outer
96,2.17,12.57,Outer
96,2.05,12.08,Outer
96,1.93,11.6,Outer
96,1.8,11.12,Outer
96,1.67,10.63,Outer
96,1.54,10.15,Outer
96,1.4,9.67,Outer
96,1.25,9.18,Outer
96,1.09,8.7,Outer
96,0.92,8.22,Outer
96,0.75,7.73,Outer
96,0.57,7.25,Outer
96,0.39,6.77,Outer
96,0.2,6.28,Outer
96,0.02,5.8,Outer
96,0,5.76,Outer
102,0,17.4,Inner
102,2.46,17.4,Outer
102,2.3,16.92,Outer
102,2.15,16.43,Outer
102,2.01,15.95,Outer
102,1.88,15.47,Outer
102,1.76,14.98,Outer
102,1.65,14.5,Outer
102,1.55,14.02,Outer
102,1.44,13.53,Outer
102,1.34,13.05,Outer
102,1.24,12.57,Outer
102,1.13,12.08,Outer
102,1.03,11.6,Outer
102,0.93,11.12,Outer
102,0.83,10.63,Outer
102,0.73,10.15,Outer
102,0.62,9.67,Outer
102,0.52,9.18,Outer
102,0.41,8.7,Outer
102,0.31,8.22,Outer
102,0.21,7.73,Outer
102,0.12,7.25,Outer
102,0.03,6.77,Outer
102,0,6.62,Outer
108,0,17.4,Inner
108,1.5,17.4,Outer
108,1.34,16.92,Outer
108,1.2,16.43,Outer
108,1.09,15.95,Outer
108,0.99,15.47,Outer
108,0.9,14.98,Outer
108,0.81,14.5,Outer
108,0.73,14.02,Outer
108,0.65,13.53,Outer
108,0.58,13.05,Outer
108,0.5,12.57,Outer
108,0.43,12.08,Outer
108,0.36,11.6,Outer
108,0.3,11.12,Outer
108,0.24,10.63,Outer
108,0.18,10.15,Outer
108,0.14,9.67,Outer
108,0.1,9.18,Outer
108,0.06,8.7,Outer
108,0.03,8.22,Outer
108,0,7.74,Outer
114,0.04,17.4,Inner
114,0,0,Inner
114,0.57,17.4,Outer
114,0.45,16.92,Outer
114,0.38,16.43,Outer
114,0.33,15.95,Outer
114,0.29,15.47,Outer
114,0.26,14.98,Outer
114,0.24,14.5,Outer
114,0.21,14.02,Outer
114,0.18,13.53,Outer
114,0.16,13.05,Outer
114,0.14,12.57,Outer
114,0.12,12.08,Outer
114,0.1,11.6,Outer
114,0.07,11.12,Outer
114,0.05,10.63,Outer
114,0.03,10.15,Outer
114,0,9.67,Outer
114,0,9.65,Outer
